school,year,race,orientation,major,legacy,highschool,gender,geography,financialAid,athlete,affiliation,How do you view your intelligence compared with that of the average student who is studying the same subject as you are?,How do you view your intelligence compared with that of your average peer from your high school?,How do you view your intelligence compared with that of the average student on your campus?,What restaurant serves the best thai food in Hanover?,What restaurant serves the best pizza in Hanover?,What restaurant serves the best burger in Hanover?,Please select up to three of your favorite restaurants in Hanover. ,"Overall, what DDS location serves the best food?",What DDS location serves the best coffee?,What restaurant cuisine do you think is most missing from Hanover?\n,"During an average term, how often do you eat in a restaurant off-campus?",Which on-Campus dining plan do you think is the best?,"What advice, if any, would you give to other students about dining on or off campus?",What do you think is the best dish in Hanover?\n
Dartmouth,2017,two or more races,bisexual,"Asian/Mideast Studies, Studio Art",yes,private,woman,West,yes,none,none,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Mathematics,no,public,woman,South,no,varsity,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,white,gay/lesbian,"Classics, Economics",no,private,man,South,no,club,coed,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,other,asian,heterosexual/straight,Economics,no,public,woman,Midwest,yes,none,none,Slightly higher,,Slightly lower,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Computer Science,no,public,woman,Mid-Atlantic,no,none,none,Slightly lower,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,asian,heterosexual/straight,"Computer Science, Mathematics",no,public,man,Midwest,yes,none,fraternity,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,white,bisexual,"Biological Sciences, Sociology",no,private,woman,New England,yes,varsity,sorority,Slightly higher,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2019,asian,queer,"Computer Science, Linguistics",no,other,woman,West,yes,none,none,Much lower,Slightly higher,Much lower,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Engineering Sciences,yes,private,man,New England,no,none,fraternity,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Biological Sciences,no,public,woman,Mid-Atlantic,yes,none,sorority,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Engineering Sciences,no,public,woman,Midwest,yes,none,other,Average,Much higher,Much lower,,,,,,,,,,,
Dartmouth,2017,asian,heterosexual/straight,Biological Sciences,no,public,woman,Mid-Atlantic,yes,varsity,sorority,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,asian,heterosexual/straight,"Engineering Sciences, Economics",other,private,man,West,no,club,none,Much higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,asian,heterosexual/straight,"History, Psychological and Brain Sciences",no,private,woman,South,yes,none,sorority,Slightly higher,Average,Average,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,"Anthropology, Asian/Mideast Lang & Lit",no,public,woman,International,no,none,none,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,native hawaiian,heterosexual/straight,"Biological Sciences, Psychological and Brain Sciences",no,private,woman,Non-Continental,yes,none,none,Average,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2019,hispanic/latino,bisexual,"African/Afr-American Studies, Environmental Studies",no,private,woman,other,yes,none,sorority,Average,Average,Slightly lower,,,,,,,,,,,
Dartmouth,2020,white,bisexual,Environmental Studies,yes,private,woman,Mid-Atlantic,no,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Cognitive Science, Economics",no,public,woman,Midwest,yes,none,sorority,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,Film and Media Studies,yes,public,woman,New England,yes,none,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,native hawaiian,heterosexual/straight,"Earth Sciences, Environmental Studies",no,private,woman,West,yes,none,sorority,Average,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2018,asian,heterosexual/straight,Economics,no,private,woman,International,yes,none,sorority,Much lower,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Sociology,no,public,woman,South,no,club,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,Physics and Astronomy,,,,,,,,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Biological Sciences,yes,private,woman,New England,no,none,sorority,Slightly higher,Average,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Asian/Mideast Studies,no,private,woman,Midwest,yes,none,none,Much higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,two or more races,heterosexual/straight,Statistics,no,private,woman,Mid-Atlantic,no,none,none,Slightly higher,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,Biological Sciences,yes,private,woman,International,yes,club,sorority,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,Economics,no,public,woman,New England,no,none,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,"Earth Sciences, Economics, Environmental Studies",yes,private,man,Mid-Atlantic,no,club,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2017,asian,heterosexual/straight,Economics,no,public,man,Mid-Atlantic,no,none,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2019,two or more races,queer,"Asian/Mideast Lang & Lit, Pre-Medical",no,private,woman,Mid-Atlantic,yes,club,coed,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,american indian,heterosexual/straight,Art History,yes,public,woman,Midwest,yes,none,sorority,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,other,white,heterosexual/straight,Psychological and Brain Sciences,yes,public,woman,Midwest,no,varsity,sorority,Slightly higher,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,"English, Political Science",yes,private,woman,New England,yes,none,sorority,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2020,two or more races,heterosexual/straight,Biological Sciences,no,public,woman,New England,yes,none,none,Much lower,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2019,white,gay/lesbian,Economics,no,private,man,International,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Mathematics,no,public,man,New England,no,none,none,Slightly higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2017,two or more races,heterosexual/straight,"Economics, Psychological and Brain Sciences",yes,private,man,West,no,none,fraternity,Slightly higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2020,white,bisexual,Earth Sciences,no,public,woman,West,yes,varsity,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,"Engineering Sciences, Studio Art",no,private,man,International,yes,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,two or more races,heterosexual/straight,"Anthropology, Pre-Medical",yes,public,woman,Midwest,no,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,History,yes,public,man,Mid-Atlantic,no,none,fraternity,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,"Biological Sciences, Mathematics",no,public,woman,West,no,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2017,white,bisexual,Psychological and Brain Sciences,no,public,woman,Midwest,no,varsity,sorority,Average,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Computer Science, Engineering Sciences",no,public,man,Mid-Atlantic,no,none,none,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Engineering Sciences,no,public,man,New England,no,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,other,no,public,man,Midwest,no,none,other,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,black or african-american,heterosexual/straight,Engineering Sciences,yes,private,woman,International,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,hispanic/latino,gay/lesbian,Computer Science,no,public,man,West,yes,club,none,Much lower,Slightly higher,Much lower,,,,,,,,,,,
Dartmouth,2018,black or african-american,heterosexual/straight,Anthropology,no,public,woman,Mid-Atlantic,yes,none,sorority,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,Environmental Studies,no,private,woman,Mid-Atlantic,no,club,sorority,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,Computer Science,no,public,woman,New England,yes,varsity,sorority,Much lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2016,white,heterosexual/straight,Engineering Sciences,no,public,woman,West,no,club,sorority,Much lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2018,white,questioning,Sociology,no,public,woman,New England,yes,none,sorority,Average,Much higher,Much lower,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,Art History,no,parochial,woman,West,yes,none,sorority,Slightly higher,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,white,bisexual,Linguistics,no,private,woman,International,yes,none,sorority,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,two or more races,heterosexual/straight,"Economics, Political Science",no,public,woman,Mid-Atlantic,yes,none,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,asian,heterosexual/straight,Political Science,no,public,woman,Mid-Atlantic,yes,none,sorority,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2019,two or more races,questioning,"Psychological and Brain Sciences, other",yes,public,woman,West,no,none,sorority,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Economics, Environmental Studies",no,public,woman,Midwest,other,none,none,Slightly higher,Much higher,Average,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Economics,yes,private,woman,Mid-Atlantic,no,none,sorority,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,Staff,white,heterosexual/straight,"Biological Sciences, Psychological and Brain Sciences",no,public,man,New England,yes,none,fraternity,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,two or more races,gay/lesbian,"English, Political Science",no,public,woman,Mid-Atlantic,yes,none,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2019,asian,heterosexual/straight,"Chemistry, Mathematics",no,public,man,South,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2019,asian,heterosexual/straight,"Economics, Computer Science",no,public,woman,International,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Anthropology, Biological Sciences",yes,public,woman,Mid-Atlantic,no,none,sorority,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Environmental Studies, Geography",no,private,man,Mid-Atlantic,yes,none,none,Slightly higher,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,other,no,public,woman,West,no,club,none,Average,Average,Average,,,,,,,,,,,
Dartmouth,2019,white,questioning,Asian/Mideast Studies,yes,private,man,New England,no,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Chemistry,no,private,man,New England,no,varsity,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2016,black or african-american,heterosexual/straight,African/Afr-American Studies,no,private,man,Mid-Atlantic,no,club,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,"Film and Media Studies, Chemistry, Sociology",no,public,woman,Midwest,yes,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Economics, Mathematics",no,public,man,New England,no,other,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Undecided, Chemistry, Economics",no,public,man,New England,yes,varsity,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,"African/Afr-American Studies, Economics",no,public,man,Mid-Atlantic,no,none,fraternity,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,"Mathematics, Psychological and Brain Sciences, Statistics",no,public,man,Midwest,yes,club,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,Economics,no,public,man,New England,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Biological Sciences,no,private,woman,New England,yes,varsity,none,Slightly lower,Average,Slightly lower,,,,,,,,,,,
Dartmouth,2021,two or more races,heterosexual/straight,Undecided,no,public,man,New England,yes,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Economics,yes,public,man,Mid-Atlantic,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Economics, French and Italian, Mathematics",no,private,man,International,yes,varsity,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Undecided, English, English",no,public,woman,New England,yes,none,none,Slightly lower,Much higher,Average,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,Political Science,yes,public,man,Mid-Atlantic,no,none,fraternity,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,hispanic/latino,heterosexual/straight,"Economics, History, Political Science",no,public,man,Mid-Atlantic,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Computer Science, Mathematics",no,public,man,West,yes,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Political Science,no,private,man,West,no,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,Undecided,no,private,man,International,no,none,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,black or african-american,heterosexual/straight,"English, Philosophy, Sociology",yes,public,man,Mid-Atlantic,no,none,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Undecided,no,public,man,International,yes,other,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Computer Science, Philosophy, Undecided",no,public,man,West,yes,none,none,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Undecided,yes,public,man,Midwest,yes,varsity,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Art History, Computer Science, Pre-Medical",no,private,woman,New England,yes,varsity,none,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,white,queer,"Cognitive Science, Engineering Sciences, Psychological and Brain Sciences",yes,public,"transgender male, man, genderqueer",South,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Political Science,yes,public,man,Mid-Atlantic,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Engineering Sciences,no,public,man,Midwest,no,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Pre-Medical, Philosophy, Psychological and Brain Sciences",no,public,man,West,no,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Engineering Sciences, Environmental Studies, Spanish and Portuguese",no,public,woman,West,no,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Mathematics,no,public,man,Mid-Atlantic,yes,other,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,hispanic/latino,heterosexual/straight,"Environmental Studies, Film and Media Studies, Geography",no,public,woman,West,yes,none,none,Slightly higher,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,Economics,no,public,man,International,no,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,other,white,other,Computer Science,yes,private,woman,Midwest,no,club,sorority,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,"Anthropology, Computer Science, Economics",yes,private,man,Midwest,no,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2018,white,gay/lesbian,Engineering Sciences,no,public,woman,West,yes,none,none,Slightly lower,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Undecided, Political Science",yes,private,woman,West,no,club,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2019,two or more races,heterosexual/straight,"Economics, Asian/Mideast Lang & Lit",no,public,woman,West,no,varsity,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Economics, Mathematics, Statistics",no,public,man,New England,no,club,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,"Psychological and Brain Sciences, Sociology, Anthropology",yes,public,woman,Mid-Atlantic,yes,club,none,Slightly lower,Average,Slightly lower,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Undecided,no,private,woman,New England,yes,varsity,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Engineering Sciences, Mathematics, Pre-Medical",no,private,woman,Mid-Atlantic,no,none,none,Average,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2021,hispanic/latino,heterosexual/straight,Biological Sciences,no,public,woman,Midwest,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Mathematics,no,private,man,Mid-Atlantic,no,none,none,Slightly higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,"Economics, English, Political Science",no,public,man,South,yes,none,none,Slightly higher,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Anthropology, English",no,public,woman,New England,no,club,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,"Economics, Mathematics",no,public,man,New England,yes,club,fraternity,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2021,black or african-american,heterosexual/straight,Economics,no,public,man,Mid-Atlantic,yes,none,none,Average,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Economics, Computer Science",no,public,woman,New England,no,club,sorority,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,black or african-american,queer,"Classics, English, Music",yes,public,"woman, genderqueer",New England,no,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,Linguistics,no,public,woman,Mid-Atlantic,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,asian,questioning,Mathematics,no,public,woman,West,yes,none,none,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,two or more races,heterosexual/straight,Economics,no,private,other,New England,no,none,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Economics, Engineering Sciences",no,parochial,man,West,no,none,fraternity,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,two or more races,gay/lesbian,"Political Science, Computer Science",no,private,man,International,yes,none,none,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Biological Sciences,yes,private,woman,West,no,varsity,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,English,no,private,man,Mid-Atlantic,yes,none,fraternity,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,white,questioning,Biological Sciences,yes,public,woman,other,yes,none,sorority,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Economics, German Studies",no,private,woman,Mid-Atlantic,no,none,none,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Mathematics,no,public,man,Mid-Atlantic,no,club,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,two or more races,heterosexual/straight,Economics,no,parochial,man,South,no,club,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,asian,bisexual,Economics,no,public,woman,West,yes,none,none,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Computer Science, Engineering Sciences",no,private,man,New England,no,club,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Engineering Sciences, Earth Sciences, other",no,public,man,New England,yes,club,none,Much lower,Slightly higher,Much lower,,,,,,,,,,,
Dartmouth,2021,two or more races,heterosexual/straight,"History, Theater",no,public,woman,South,yes,none,none,Slightly higher,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,History,no,private,woman,New England,no,club,sorority,Slightly lower,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Political Science,no,private,man,New England,yes,varsity,fraternity,Average,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,Economics,no,private,man,West,no,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Economics, Lat Am/Latino/Carib Studies, Spanish and Portuguese",no,public,woman,West,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"History, Pre-Medical",yes,private,woman,West,no,club,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,"Computer Science, Economics",yes,private,man,Mid-Atlantic,no,none,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"English, Film and Media Studies, Political Science",no,public,man,Mid-Atlantic,no,club,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,"English, Sociology",no,public,woman,West,yes,varsity,sorority,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Physics and Astronomy, Religion",no,private,man,South,no,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,asian,bisexual,"Biological Sciences, Theater, Music",no,public,man,New England,yes,none,none,Much lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,hispanic/latino,heterosexual/straight,"Undecided, Environmental Studies, Economics",no,public,woman,South,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,"Art History, Pre-Medical",yes,private,woman,New England,no,none,sorority,Slightly lower,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Environmental Studies, Biological Sciences, Earth Sciences",no,public,woman,New England,yes,club,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Cognitive Science, Economics",no,private,woman,Mid-Atlantic,no,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,asian,heterosexual/straight,Engineering Sciences,no,private,man,International,yes,none,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Economics,no,private,man,Midwest,no,club,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Economics, Political Science",no,private,man,West,yes,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,Undecided,no,public,man,Mid-Atlantic,no,none,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Linguistics,no,parochial,woman,other,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,two or more races,pansexual,English,no,public,woman,South,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,Engineering Sciences,yes,private,woman,West,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,two or more races,heterosexual/straight,"Political Science, Art History, Economics",yes,private,woman,New England,no,none,none,Average,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,two or more races,heterosexual/straight,"Economics, Political Science",no,private,man,Mid-Atlantic,yes,none,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Environmental Studies, Geography",no,public,woman,Midwest,yes,varsity,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,Engineering Sciences,no,public,woman,South,yes,varsity,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,asian,heterosexual/straight,"Economics, Film and Media Studies",yes,private,woman,West,no,none,sorority,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2018,white,bisexual,Psychological and Brain Sciences,no,public,woman,West,no,varsity,sorority,Average,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Economics,yes,public,man,New England,no,none,none,Slightly higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2021,white,gay/lesbian,"English, Political Science",no,public,man,New England,yes,none,none,Slightly higher,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,"Undecided, Environmental Studies",no,public,woman,West,no,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Biological Sciences, Geography, Pre-Medical",yes,public,woman,South,yes,none,none,,,,Tuk Tuk ,EBA's,Molly's,"EBA's, Lou's",Hop,KAF,Japanese,1-2 times per Month,SmartChoice14,Specials are great.,EBA's chicken sandwich 
Dartmouth,2021,white,pansexual,"English, Linguistics",no,other,"man, genderqueer",South,yes,none,none,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,two or more races,gay/lesbian,"Biological Sciences, Political Science, Sociology",no,parochial,woman,Midwest,no,none,none,Slightly lower,Slightly higher,Much lower,,,,,,,,,,,
Dartmouth,2021,white,gay/lesbian,"Cognitive Science, Pre-Medical, Spanish and Portuguese",no,public,man,South,yes,other,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,black or african-american,heterosexual/straight,"Economics, Mathematics",no,public,man,South,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Undecided, Biological Sciences, Cognitive Science",no,public,woman,New England,yes,none,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,asian,bisexual,"Asian/Mideast Studies, History, Political Science",yes,private,man,International,yes,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,Undecided,no,public,woman,South,yes,none,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Computer Science, Economics",no,public,man,Midwest,yes,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Pre-Medical, Psychological and Brain Sciences, Biological Sciences",no,public,woman,West,no,none,none,Average,Much higher,Slightly lower,,,,,,,,,,,
