school,year,race,orientation,major,legacy,highschool,gender,geography,financialAid,athlete,affiliation,How do you view your intelligence compared with that of the average student who is studying the same subject as you are?,How do you view your intelligence compared with that of your average peer from your high school?,How do you view your intelligence compared with that of the average student on your campus?,What restaurant serves the best thai food in Hanover?,What restaurant serves the best pizza in Hanover?,What restaurant serves the best burger in Hanover?,Please select up to three of your favorite restaurants in Hanover. ,"Overall, what DDS location serves the best food?",What DDS location serves the best coffee?,What restaurant cuisine do you think is most missing from Hanover?\n,"During an average term, how often do you eat in a restaurant off-campus?",Which on-Campus dining plan do you think is the best?,"What advice, if any, would you give to other students about dining on or off campus?",What do you think is the best dish in Hanover?\n
Dartmouth,2017,asian,heterosexual/straight,Psychological and Brain Sciences,no,public,man,Mid-Atlantic,no,none,none,Average,Average,Slightly lower,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Political Science,other,private,man,South,no,varsity,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Economics, Classics",no,parochial,man,Mid-Atlantic,no,none,none,Much higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Engineering Sciences, Physics and Astronomy",no,private,man,Mid-Atlantic,no,club,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,asian,heterosexual/straight,Biological Sciences,no,private,woman,Mid-Atlantic,no,none,none,Slightly lower,Average,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Economics,no,public,man,Midwest,no,none,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Economics, Engineering Sciences",no,public,man,New England,yes,varsity,none,Slightly lower,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,Philosophy,no,private,woman,West,yes,varsity,none,Average,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Psychological and Brain Sciences,no,public,man,New England,no,club,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,"Economics, Mathematics",no,public,woman,Midwest,no,varsity,sorority,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,black or african-american,bisexual,Engineering Sciences,yes,public,man,International,yes,none,none,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2017,asian,heterosexual/straight,Cognitive Science,no,private,woman,Mid-Atlantic,yes,none,sorority,Average,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2017,white,pansexual,"English, French and Italian",yes,public,woman,South,no,none,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,black or african-american,bisexual,"Political Science, Lat Am/Latino/Carib Studies",no,public,woman,South,yes,none,none,Slightly lower,Much higher,Average,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,Engineering Sciences,no,public,woman,Midwest,yes,club,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Political Science, History",yes,public,woman,New England,no,club,none,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Dartmouth,Staff,white,heterosexual/straight,Biological Sciences,no,public,man,New England,no,none,none,Much higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Political Science,no,public,man,New England,no,club,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,History,yes,private,woman,Mid-Atlantic,no,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Chemistry,no,parochial,man,West,no,none,none,Slightly lower,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,native hawaiian,heterosexual/straight,Engineering Sciences,no,private,man,Non-Continental,yes,none,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2017,asian,heterosexual/straight,Mathematics,no,private,woman,Midwest,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Economics,no,public,man,New England,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,History,yes,private,man,South,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,History,yes,private,woman,New England,no,club,sorority,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2019,asian,heterosexual/straight,"Biological Sciences, Economics",no,public,woman,New England,yes,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,Computer Science,yes,public,woman,Midwest,no,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Economics, Environmental Studies",no,public,man,New England,no,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,asian,heterosexual/straight,"Asian/Mideast Lang & Lit, Chemistry",yes,public,woman,New England,yes,none,none,Average,Average,Average,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,other,yes,public,woman,New England,yes,none,sorority,Average,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2019,asian,heterosexual/straight,Engineering Sciences,no,public,man,West,no,none,none,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,questioning,Engineering Sciences,no,private,man,West,no,club,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,Engineering Sciences,no,public,woman,Mid-Atlantic,no,none,sorority,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Economics, Political Science",no,private,woman,Mid-Atlantic,no,club,sorority,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,Engineering Sciences,yes,public,man,New England,no,varsity,none,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Mathematics, Psychological and Brain Sciences",no,public,man,South,yes,none,none,Slightly higher,Much higher,Average,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,"Asian/Mideast Lang & Lit, Biological Sciences",no,public,woman,Midwest,yes,none,none,Average,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,"Chemistry, Political Science",no,private,woman,New England,yes,club,sorority,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,two or more races,heterosexual/straight,Biological Sciences,no,public,woman,New England,no,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Economics,no,private,woman,International,no,varsity,none,Average,Average,Average,,,,,,,,,,,
Dartmouth,2019,asian,heterosexual/straight,"Economics, Political Science",no,public,woman,Midwest,yes,club,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,Engineering Sciences,no,private,woman,New England,no,varsity,none,Average,Average,Average,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"History, Political Science",yes,private,man,International,no,none,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Psychological and Brain Sciences,no,public,woman,New England,yes,club,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,Engineering Sciences,no,public,man,Mid-Atlantic,yes,club,fraternity,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2018,american indian,heterosexual/straight,Economics,no,public,woman,New England,yes,none,sorority,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,"History, Environmental Studies",no,private,man,South,no,none,fraternity,Much higher,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,"Biological Sciences, Linguistics",no,public,man,South,no,none,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,"Psychological and Brain Sciences, Pre-Medical",no,public,woman,New England,yes,club,none,Slightly higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,"Chemistry, Biological Sciences",no,public,man,New England,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,two or more races,heterosexual/straight,"Anthropology, Psychological and Brain Sciences",no,private,woman,Non-Continental,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Political Science, Economics",no,private,man,Mid-Atlantic,no,club,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2016,white,heterosexual/straight,Engineering Sciences,no,public,woman,West,no,club,sorority,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2019,black or african-american,heterosexual/straight,"Computer Science, Political Science",yes,public,woman,Midwest,yes,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Classics,no,private,man,Mid-Atlantic,no,none,fraternity,Slightly higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,Psychological and Brain Sciences,yes,public,woman,New England,no,club,sorority,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2017,hispanic/latino,heterosexual/straight,"Pre-Medical, Psychological and Brain Sciences",no,public,woman,New England,yes,none,sorority,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2018,asian,heterosexual/straight,"Economics, Political Science",no,public,woman,Mid-Atlantic,yes,varsity,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,"Computer Science, Economics",no,public,woman,Midwest,yes,club,none,Average,Slightly higher,Much lower,,,,,,,,,,,
Dartmouth,2017,asian,gay/lesbian,Computer Science,no,public,man,Midwest,no,none,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,History,no,private,man,New England,no,varsity,none,Average,Slightly lower,Slightly higher,,,,,,,,,,,
Dartmouth,2019,asian,heterosexual/straight,"Spanish and Portuguese, Psychological and Brain Sciences",no,public,woman,South,no,none,none,Slightly higher,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,white,bisexual,Political Science,no,public,man,West,yes,club,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,"Economics, Biological Sciences",no,parochial,woman,Midwest,no,none,sorority,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Biological Sciences,yes,private,woman,Mid-Atlantic,no,club,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Philosophy,no,private,woman,Mid-Atlantic,no,club,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,gay/lesbian,Mathematics,no,public,man,Mid-Atlantic,yes,club,none,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,asian,bisexual,English,no,public,woman,West,yes,none,none,Average,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2017,asian,bisexual,Economics,no,public,genderqueer,West,yes,none,coed,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,other,no,public,man,International,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Political Science,yes,public,man,New England,yes,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,Economics,no,public,woman,Mid-Atlantic,no,club,sorority,Slightly higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2020,hispanic/latino,heterosexual/straight,"Economics, Film and Media Studies",no,public,man,South,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,"Economics, History",no,public,man,Mid-Atlantic,yes,club,fraternity,Slightly higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Earth Sciences, Geography",no,public,woman,New England,yes,club,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Economics, Political Science",no,private,woman,New England,no,none,none,Slightly higher,Slightly higher,Much higher,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,"English, German Studies",yes,private,man,New England,yes,varsity,fraternity,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,"Asian/Mideast Lang & Lit, Political Science",yes,public,woman,Mid-Atlantic,no,varsity,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,"Geography, Political Science",no,public,woman,New England,no,none,sorority,Slightly lower,Much higher,Average,,,,,,,,,,,
Dartmouth,2017,asian,heterosexual/straight,"Political Science, Philosophy",no,public,woman,South,no,none,coed,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Engineering Sciences,no,public,woman,West,no,club,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2017,asian,heterosexual/straight,Biological Sciences,no,public,woman,New England,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Engineering Sciences,yes,public,woman,Midwest,no,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2017,american indian,bisexual,Earth Sciences,yes,public,woman,Midwest,yes,club,sorority,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Political Science, History",yes,public,man,New England,no,club,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,hispanic/latino,bisexual,"Computer Science, Political Science",no,public,woman,South,yes,varsity,none,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,Political Science,no,private,woman,West,no,none,sorority,Slightly higher,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Economics,no,public,woman,Mid-Atlantic,no,club,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,History,no,public,man,New England,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,two or more races,heterosexual/straight,Political Science,no,public,man,Midwest,yes,club,none,Much higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Engineering Sciences,yes,private,man,Mid-Atlantic,no,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,History,no,private,man,New England,yes,club,fraternity,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,two or more races,heterosexual/straight,Political Science,no,public,woman,West,yes,varsity,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,English,yes,private,woman,West,no,none,sorority,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2017,asian,heterosexual/straight,History,no,public,man,Mid-Atlantic,no,none,fraternity,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Geography, Engineering Sciences",no,public,woman,West,no,varsity,none,Average,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2018,hispanic/latino,bisexual,Economics,no,homeschool,woman,Mid-Atlantic,no,none,none,Slightly lower,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2017,asian,bisexual,"Statistics, French and Italian",yes,public,woman,West,no,none,sorority,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Economics,yes,private,man,South,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Philosophy,no,private,man,Mid-Atlantic,yes,none,none,Slightly higher,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2017,asian,heterosexual/straight,"Biological Sciences, Philosophy",no,public,woman,Mid-Atlantic,no,none,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Environmental Studies,yes,public,woman,New England,yes,club,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Engineering Sciences,yes,public,woman,Mid-Atlantic,yes,club,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2017,white,queer,Geography,no,public,woman,Midwest,no,none,none,Slightly higher,Much higher,Average,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,"Economics, Geography",yes,public,woman,West,no,none,sorority,Slightly lower,Much higher,Average,,,,,,,,,,,
Dartmouth,2017,asian,heterosexual/straight,"Economics, Philosophy",no,public,man,International,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,hispanic/latino,gay/lesbian,Engineering Sciences,no,public,man,West,yes,none,none,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Art History, Chemistry",no,public,woman,Midwest,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,History,no,public,man,New England,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,History,no,private,woman,New England,no,varsity,sorority,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,two or more races,heterosexual/straight,"Political Science, Philosophy",no,parochial,man,West,no,none,fraternity,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,two or more races,heterosexual/straight,"Political Science, History",no,public,man,New England,yes,none,fraternity,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,bisexual,"Computer Science, Pre-Medical",no,public,woman,West,yes,club,none,Average,Much higher,Slightly higher,,,,,,,,,,,
